ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202021,VATD18500G,SCUOLA SECONDARIA II GRADO,1,1,2,2
202021,RGTD105002,SCUOLA SECONDARIA II GRADO,3,1,4,1
202021,CA1E01100B,SCUOLA PRIMARIA,1,1,3,10
202021,BGPL005008,SCUOLA SECONDARIA II GRADO,5,1,4,17
202021,VAPMCL500Q,SCUOLA SECONDARIA II GRADO,1,1,9,15
202021,MS1E00400V,SCUOLA PRIMARIA,5,1,5,1
202021,NA1E25700V,SCUOLA PRIMARIA,3,1,7,7
202021,BG1M014008,SCUOLA SECONDARIA I GRADO,1,4,61,52
202021,SA1E009006,SCUOLA PRIMARIA,2,1,7,6
202021,NAPS265003,SCUOLA SECONDARIA II GRADO,4,1,8,2
202021,NA1E01100Q,SCUOLA PRIMARIA,5,1,10,8
202021,MO1E005004,SCUOLA PRIMARIA,4,2,23,25
202021,OR1E00100R,SCUOLA PRIMARIA,2,1,5,10
202021,NAPC095002,SCUOLA SECONDARIA II GRADO,2,1,3,13
202021,CETDA05001,SCUOLA SECONDARIA II GRADO,5,1,17,7
202021,GE1E03100N,SCUOLA PRIMARIA,5,1,11,21
202021,LITD02500G,SCUOLA SECONDARIA II GRADO,3,1,11,5
202021,RG1E00700Q,SCUOLA PRIMARIA,5,2,16,15
202021,NA1E030005,SCUOLA PRIMARIA,3,1,7,4
202021,CTTDHQ5002,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,FEPLDM500L,SCUOLA SECONDARIA II GRADO,1,1,2,5
202021,NA1E002001,SCUOLA PRIMARIA,5,1,6,4
202021,RNRCCE500C,SCUOLA SECONDARIA II GRADO,2,1,14,6
202021,CE1E00900T,SCUOLA PRIMARIA,5,1,8,5
202021,TO1M01000G,SCUOLA SECONDARIA I GRADO,1,1,7,12
202021,TO1M02200T,SCUOLA SECONDARIA I GRADO,1,1,12,13
202021,CRPS02500L,SCUOLA SECONDARIA II GRADO,2,1,8,1
202021,NA1E093008,SCUOLA PRIMARIA,1,1,7,7
202021,TOPL20500L,SCUOLA SECONDARIA II GRADO,1,1,2,7
202021,AVTDAS5006,SCUOLA SECONDARIA II GRADO,5,2,45,24
202021,VATFGA500N,SCUOLA SECONDARIA II GRADO,1,1,3,0
202021,RM1E001004,SCUOLA PRIMARIA,5,1,13,7
202021,PAPM065007,SCUOLA SECONDARIA II GRADO,5,1,4,1
202021,CE1E06100V,SCUOLA PRIMARIA,1,1,7,3
202021,GE1E01600G,SCUOLA PRIMARIA,1,1,10,14
202021,RMPL135004,SCUOLA SECONDARIA II GRADO,5,1,2,9
202021,PD1E006001,SCUOLA PRIMARIA,5,1,14,8
202021,VA1M00300A,SCUOLA SECONDARIA I GRADO,1,1,9,17
202021,VI1E007006,SCUOLA PRIMARIA,1,1,13,8
202021,PO1E001001,SCUOLA PRIMARIA,3,1,16,9
202021,BN1M002007,SCUOLA SECONDARIA I GRADO,2,1,5,4
202021,VEPMLV5000,SCUOLA SECONDARIA II GRADO,4,1,8,11
202021,PETN015009,SCUOLA SECONDARIA II GRADO,2,1,3,0
202021,RMTD355004,SCUOLA SECONDARIA II GRADO,3,1,6,4
202021,RM1E12400N,SCUOLA PRIMARIA,1,1,14,11
202021,VA1E01500B,SCUOLA PRIMARIA,4,2,28,24
202021,MI1E08100C,SCUOLA PRIMARIA,1,1,7,3
202021,TO1E07500P,SCUOLA PRIMARIA,2,2,16,23
202021,RMPL22500A,SCUOLA SECONDARIA II GRADO,4,1,1,3
202021,RM1E20200N,SCUOLA PRIMARIA,3,1,0,24
202021,RMPC065005,SCUOLA SECONDARIA II GRADO,4,1,2,4
202021,MIPC16500D,SCUOLA SECONDARIA II GRADO,5,1,0,17
202021,AP1M001005,SCUOLA SECONDARIA I GRADO,1,1,8,7
202021,VA1M4Z500Q,SCUOLA SECONDARIA I GRADO,2,1,11,13
202021,VI1E008002,SCUOLA PRIMARIA,1,1,4,4
202021,RM1E143003,SCUOLA PRIMARIA,3,2,17,23
202021,RE1E006009,SCUOLA PRIMARIA,3,1,13,7
202021,MITD5V500H,SCUOLA SECONDARIA II GRADO,5,2,13,37
202021,PC1E002003,SCUOLA PRIMARIA,5,1,8,6
202021,AVTD06500A,SCUOLA SECONDARIA II GRADO,4,1,2,2
202021,BS1M00300A,SCUOLA SECONDARIA I GRADO,3,2,23,27
202021,MI1E083004,SCUOLA PRIMARIA,3,2,24,23
202021,CTPSQC5001,SCUOLA SECONDARIA II GRADO,2,1,2,0
202021,CO1E01000E,SCUOLA PRIMARIA,5,2,13,12
202021,SAPMSZ500D,SCUOLA SECONDARIA II GRADO,3,1,0,4
202021,BG1E02000A,SCUOLA PRIMARIA,2,1,7,12
202021,CETD15500D,SCUOLA SECONDARIA II GRADO,1,1,2,7
202021,PG1E4Q500B,SCUOLA PRIMARIA,4,1,3,5
202021,RM1M11200L,SCUOLA SECONDARIA I GRADO,1,1,10,0
202021,NA1E234006,SCUOLA PRIMARIA,3,1,8,12
202021,SATFIF5007,SCUOLA SECONDARIA II GRADO,4,1,6,0
202021,TOTB005001,SCUOLA SECONDARIA II GRADO,5,1,12,0
202021,PDPS00500A,SCUOLA SECONDARIA II GRADO,5,1,18,2
202021,AGTD07500P,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,VAPL10500N,SCUOLA SECONDARIA II GRADO,2,1,3,5
202021,CT1M011009,SCUOLA SECONDARIA I GRADO,2,1,2,3
202021,PV1E00600C,SCUOLA PRIMARIA,2,1,8,5
202021,MI1E011006,SCUOLA PRIMARIA,5,1,6,4
202021,NA1E13800L,SCUOLA PRIMARIA,1,1,9,3
202021,BO1E01000N,SCUOLA PRIMARIA,5,1,9,14
202021,BSSLVV500P,SCUOLA SECONDARIA II GRADO,3,1,1,3
202021,TVPL005007,SCUOLA SECONDARIA II GRADO,4,1,8,11
202021,MOPC005006,SCUOLA SECONDARIA II GRADO,2,1,4,8
202021,BSPMN8500Q,SCUOLA SECONDARIA II GRADO,2,1,10,10
202021,BSPS125004,SCUOLA SECONDARIA II GRADO,3,1,6,4
202021,MI1M055005,SCUOLA SECONDARIA I GRADO,1,3,25,21
202021,NA1E06800G,SCUOLA PRIMARIA,2,1,8,10
202021,RA1E00100Q,SCUOLA PRIMARIA,3,2,10,23
202021,RM1E11200B,SCUOLA PRIMARIA,2,1,9,15
202021,RMPSPN500P,SCUOLA SECONDARIA II GRADO,1,1,20,4
202021,FE1E004005,SCUOLA PRIMARIA,5,1,13,10
202021,VRTF005006,SCUOLA SECONDARIA II GRADO,1,3,70,8
202021,RNPC015002,SCUOLA SECONDARIA II GRADO,1,1,9,6
202021,LU1E00600G,SCUOLA PRIMARIA,3,1,10,13
202021,RM1M106009,SCUOLA SECONDARIA I GRADO,2,1,3,8
202021,TO1E00500V,SCUOLA PRIMARIA,5,1,11,12
202021,TV1E00700V,SCUOLA PRIMARIA,1,1,13,8
202021,VATD18500G,SCUOLA SECONDARIA II GRADO,3,1,8,6
202021,MIPMRI500E,SCUOLA SECONDARIA II GRADO,4,2,25,32
202021,PAPMRG500C,SCUOLA SECONDARIA II GRADO,4,1,3,12
202021,AVTF765001,SCUOLA SECONDARIA II GRADO,2,1,2,2
202021,MI1M041007,SCUOLA SECONDARIA I GRADO,2,6,97,83
202021,RM1E14100B,SCUOLA PRIMARIA,5,1,17,11
202021,RNPM015006,SCUOLA SECONDARIA II GRADO,5,2,10,17
202021,VR1M00100R,SCUOLA SECONDARIA I GRADO,1,2,14,25
202021,RMPMT1500R,SCUOLA SECONDARIA II GRADO,4,1,0,11
202021,NA1E18300E,SCUOLA PRIMARIA,3,2,22,23
202021,MITN03500N,SCUOLA SECONDARIA II GRADO,3,1,6,12
202021,CAPS005009,SCUOLA SECONDARIA II GRADO,3,1,13,6
202021,RM1E04100E,SCUOLA PRIMARIA,2,1,8,12
202021,TV1EAE500L,SCUOLA PRIMARIA,3,1,13,9
202021,PA1E014004,SCUOLA PRIMARIA,1,3,26,27
202021,GE1E027002,SCUOLA PRIMARIA,4,1,5,13
202021,BS1M02100X,SCUOLA SECONDARIA I GRADO,3,2,21,14
202021,RM1E014006,SCUOLA PRIMARIA,2,1,14,12
202021,BL1E00200B,SCUOLA PRIMARIA,5,2,12,20
202021,RMTD00500C,SCUOLA SECONDARIA II GRADO,5,1,3,3
202021,ME1E01300E,SCUOLA PRIMARIA,2,1,5,4
202021,RM1E085008,SCUOLA PRIMARIA,4,1,10,7
202021,BG1M02700A,SCUOLA SECONDARIA I GRADO,2,2,24,16
202021,FITF265001,SCUOLA SECONDARIA II GRADO,2,1,7,0
202021,SA1E00600P,SCUOLA PRIMARIA,4,1,15,13
202021,BOPSPI500D,SCUOLA SECONDARIA II GRADO,1,1,22,5
202021,NA1E178003,SCUOLA PRIMARIA,1,2,10,8
202021,PA1E007001,SCUOLA PRIMARIA,4,1,6,5
202021,TV1M00800X,SCUOLA SECONDARIA I GRADO,2,4,40,45
202021,GE1E03800C,SCUOLA PRIMARIA,5,1,6,10
202021,BS1M025007,SCUOLA SECONDARIA I GRADO,1,2,16,21
202021,RG1E004008,SCUOLA PRIMARIA,1,1,6,6
202021,MIPMEO500H,SCUOLA SECONDARIA II GRADO,4,1,11,22
202021,MIPS055005,SCUOLA SECONDARIA II GRADO,2,1,7,2
202021,MI1EGH5005,SCUOLA PRIMARIA,4,1,14,14
202021,FR1E002005,SCUOLA PRIMARIA,3,1,3,11
202021,NA1E156006,SCUOLA PRIMARIA,5,1,5,5
202021,GEPS70500C,SCUOLA SECONDARIA II GRADO,4,2,28,6
202021,NOPC05500E,SCUOLA SECONDARIA II GRADO,5,2,14,30
202021,RMPS49500G,SCUOLA SECONDARIA II GRADO,5,1,13,10
202021,CAPC005006,SCUOLA SECONDARIA II GRADO,3,1,2,3
202021,PD1E013004,SCUOLA PRIMARIA,2,2,18,16
202021,CS1E00600D,SCUOLA PRIMARIA,3,1,11,8
202021,CR1M00200X,SCUOLA SECONDARIA I GRADO,1,2,20,19
202021,TV1E006003,SCUOLA PRIMARIA,5,1,11,6
202021,RC1M00300T,SCUOLA SECONDARIA I GRADO,3,1,10,11
202021,RM1E13300C,SCUOLA PRIMARIA,4,1,9,9
202021,MIPSVC500V,SCUOLA SECONDARIA II GRADO,4,1,14,6
202021,TOPS955001,SCUOLA SECONDARIA II GRADO,4,1,2,0
202021,CE1E05600B,SCUOLA PRIMARIA,2,1,6,6
202021,MIPS8E5005,SCUOLA SECONDARIA II GRADO,3,1,3,2
202021,CE1E00300V,SCUOLA PRIMARIA,5,1,11,11
202021,GE1E01700B,SCUOLA PRIMARIA,5,1,7,11
202021,PE1E00600G,SCUOLA PRIMARIA,3,1,11,5
202021,RMPS72500B,SCUOLA SECONDARIA II GRADO,4,1,3,0
202021,GEPL01500Q,SCUOLA SECONDARIA II GRADO,3,8,26,117
202021,RMTL395001,SCUOLA SECONDARIA II GRADO,2,1,4,0
202021,BG1E001001,SCUOLA PRIMARIA,3,2,25,23
202021,BSPS06500N,SCUOLA SECONDARIA II GRADO,5,1,12,9
202021,FI1E03300C,SCUOLA PRIMARIA,4,1,7,18
202021,MIPS43500B,SCUOLA SECONDARIA II GRADO,4,1,25,8
202021,NA1E05400N,SCUOLA PRIMARIA,5,2,28,21
202021,RCTD035005,SCUOLA SECONDARIA II GRADO,5,1,12,12
202021,NATF28500A,SCUOLA SECONDARIA II GRADO,1,1,2,1
202021,NATF32500G,SCUOLA SECONDARIA II GRADO,2,1,2,7
202021,GE1E012008,SCUOLA PRIMARIA,2,1,14,4
202021,TOPS125006,SCUOLA SECONDARIA II GRADO,5,1,5,2
202021,NA1E285003,SCUOLA PRIMARIA,5,1,9,11
202021,UDPS0G500U,SCUOLA SECONDARIA II GRADO,4,1,11,0
202021,VA1E41500F,SCUOLA PRIMARIA,1,1,11,6
202021,GO1EUT5002,SCUOLA PRIMARIA,3,1,0,1
202021,MIPL30500D,SCUOLA SECONDARIA II GRADO,1,1,4,7
202021,RMPS695009,SCUOLA SECONDARIA II GRADO,2,1,6,4
202021,MI1E05700G,SCUOLA PRIMARIA,1,2,18,12
202021,BA1E02500C,SCUOLA PRIMARIA,4,1,6,8
202021,MIPS74500L,SCUOLA SECONDARIA II GRADO,2,1,10,6
202021,BGPS00500D,SCUOLA SECONDARIA II GRADO,3,1,16,9
202021,SRPM475001,SCUOLA SECONDARIA II GRADO,2,1,3,4
202021,AVTD075001,SCUOLA SECONDARIA II GRADO,4,1,1,1
202021,GE1E01100C,SCUOLA PRIMARIA,5,2,24,24
202021,PDTD01500R,SCUOLA SECONDARIA II GRADO,1,1,8,5
202021,MBPCZI5004,SCUOLA SECONDARIA II GRADO,5,1,6,3
202021,RN1E00900L,SCUOLA PRIMARIA,5,1,9,15
202021,RMPL39500D,SCUOLA SECONDARIA II GRADO,5,1,6,11
202021,CSTFRV5006,SCUOLA SECONDARIA II GRADO,5,1,21,3
202021,APPM3I500M,SCUOLA SECONDARIA II GRADO,4,1,0,1
202021,FIPL005008,SCUOLA SECONDARIA II GRADO,3,1,0,6
202021,BI1E00200D,SCUOLA PRIMARIA,3,1,9,9
202021,FI1E013007,SCUOLA PRIMARIA,1,1,13,8
202021,NA1E13700R,SCUOLA PRIMARIA,2,1,7,3
202021,MIPS42500R,SCUOLA SECONDARIA II GRADO,1,2,43,9
202021,FI1E03200L,SCUOLA PRIMARIA,1,1,8,13
202021,FI1E06100L,SCUOLA PRIMARIA,3,1,8,16
202021,NATL27500X,SCUOLA SECONDARIA II GRADO,3,1,3,5
202021,NA1E06700Q,SCUOLA PRIMARIA,2,2,27,16
202021,NATDPA500D,SCUOLA SECONDARIA II GRADO,2,1,6,5
202021,RC1E00200R,SCUOLA PRIMARIA,2,2,11,6
202021,AVTFRU5000,SCUOLA SECONDARIA II GRADO,4,1,1,2
202021,CT1E02300A,SCUOLA PRIMARIA,1,1,10,6
202021,SR1E00600R,SCUOLA PRIMARIA,5,1,12,7
202021,VRPSN9500T,SCUOLA SECONDARIA II GRADO,3,1,16,7
202021,MI1E08700B,SCUOLA PRIMARIA,4,4,66,35
202021,RMPL445009,SCUOLA SECONDARIA II GRADO,2,1,6,14
202021,PA1E048007,SCUOLA PRIMARIA,5,2,22,24
202021,LISL015002,SCUOLA SECONDARIA II GRADO,4,3,4,9
202021,FIPMP9500U,SCUOLA SECONDARIA II GRADO,4,1,6,9
202021,RM1E16000R,SCUOLA PRIMARIA,3,1,9,5
202021,TO1E00100G,SCUOLA PRIMARIA,3,3,38,22
202021,NATN7V500I,SCUOLA SECONDARIA II GRADO,5,2,37,27
202021,VI1E00300V,SCUOLA PRIMARIA,2,1,11,12
202021,RMSLZ35008,SCUOLA SECONDARIA II GRADO,1,1,0,3
202021,PAPC695004,SCUOLA SECONDARIA II GRADO,5,1,3,6
202021,RMPSIZ500B,SCUOLA SECONDARIA II GRADO,5,1,3,3
202021,MIPQ01500X,SCUOLA SECONDARIA II GRADO,5,1,5,23
202021,MEPS045007,SCUOLA SECONDARIA II GRADO,2,1,6,6
202021,AR1E006008,SCUOLA PRIMARIA,1,1,5,14
202021,TO1EDV500F,SCUOLA PRIMARIA,4,1,5,2
202021,MI1M00600X,SCUOLA SECONDARIA I GRADO,1,3,27,26
202021,MI1E00700E,SCUOLA PRIMARIA,1,2,23,25
202021,PA1E04500Q,SCUOLA PRIMARIA,4,1,11,20
202021,NAPL41500E,SCUOLA SECONDARIA II GRADO,5,2,28,36
202021,NA1E199004,SCUOLA PRIMARIA,4,1,3,3
202021,FIPMT8500I,SCUOLA SECONDARIA II GRADO,5,1,14,5
202021,TARI00500A,SCUOLA SECONDARIA II GRADO,3,1,5,0
202021,CETD065007,SCUOLA SECONDARIA II GRADO,3,1,0,3
202021,AV1E008005,SCUOLA PRIMARIA,4,1,8,12
202021,VATF295009,SCUOLA SECONDARIA II GRADO,3,1,13,7
202021,RMPC455002,SCUOLA SECONDARIA II GRADO,4,1,0,3
202021,PAPS05500G,SCUOLA SECONDARIA II GRADO,5,1,20,6
202021,APTD5L500H,SCUOLA SECONDARIA II GRADO,3,1,1,0
202021,MSPC01500B,SCUOLA SECONDARIA II GRADO,4,1,7,6
202021,BGTF9O500Q,SCUOLA SECONDARIA II GRADO,2,1,20,0
202021,RNTD02500G,SCUOLA SECONDARIA II GRADO,2,1,4,1
202021,FIPSZD500T,SCUOLA SECONDARIA II GRADO,1,1,4,2
202021,TO1M012007,SCUOLA SECONDARIA I GRADO,2,2,22,15
202021,MN1E00300Q,SCUOLA PRIMARIA,1,2,10,20
202021,CO1M019006,SCUOLA SECONDARIA I GRADO,3,2,26,23
202021,RMPC285004,SCUOLA SECONDARIA II GRADO,5,1,10,19
202021,RM1M031005,SCUOLA SECONDARIA I GRADO,1,1,23,0
202021,RMRHZT500U,SCUOLA SECONDARIA II GRADO,3,1,6,0
202021,LC1E002009,SCUOLA PRIMARIA,2,2,28,24
202021,PVPLHO500H,SCUOLA SECONDARIA II GRADO,3,1,5,5
202021,BGTFMP5003,SCUOLA SECONDARIA II GRADO,1,1,6,0
202021,AGTL415001,SCUOLA SECONDARIA II GRADO,5,4,44,12
202021,GE1E01700B,SCUOLA PRIMARIA,2,1,7,12
202021,LCTL02500D,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,BG1M01900B,SCUOLA SECONDARIA I GRADO,3,3,36,35
202021,VAPMCL500Q,SCUOLA SECONDARIA II GRADO,2,1,8,14
202021,RM1E206001,SCUOLA PRIMARIA,3,1,17,10
202021,UD1E00300X,SCUOLA PRIMARIA,2,1,9,13
202021,RMPS575007,SCUOLA SECONDARIA II GRADO,5,1,10,2
202021,CO1M02400N,SCUOLA SECONDARIA I GRADO,2,2,25,17
202021,NAPM39500R,SCUOLA SECONDARIA II GRADO,1,1,0,7
202021,MIPLRL500B,SCUOLA SECONDARIA II GRADO,2,1,5,13
202021,LTPLCG500C,SCUOLA SECONDARIA II GRADO,5,1,4,24
202021,VEPS04500V,SCUOLA SECONDARIA II GRADO,4,1,4,3
202021,MBRC6C500E,SCUOLA SECONDARIA II GRADO,2,1,5,1
202021,NATD9Z5006,SCUOLA SECONDARIA II GRADO,1,1,0,4
202021,RMSL02500P,SCUOLA SECONDARIA II GRADO,1,1,2,3
202021,PNPS03500L,SCUOLA SECONDARIA II GRADO,3,1,4,5
202021,RM1E01000V,SCUOLA PRIMARIA,1,1,10,14
202021,PVSLMT5003,SCUOLA SECONDARIA II GRADO,5,1,4,5
202021,AT1E00300B,SCUOLA PRIMARIA,2,1,5,9
202021,MIPSQ55000,SCUOLA SECONDARIA II GRADO,1,1,20,6
202021,NA1E21500R,SCUOLA PRIMARIA,4,1,8,4
202021,RM1E198007,SCUOLA PRIMARIA,4,1,11,12
202021,RM1E18900C,SCUOLA PRIMARIA,3,1,10,11
202021,RM1M151007,SCUOLA SECONDARIA I GRADO,1,2,28,32
202021,AP1E00300G,SCUOLA PRIMARIA,1,1,8,5
202021,PD1E00800L,SCUOLA PRIMARIA,1,1,4,6
202021,VA1M004006,SCUOLA SECONDARIA I GRADO,2,1,19,9
202021,RM1M04300B,SCUOLA SECONDARIA I GRADO,1,1,9,19
202021,CRPC035004,SCUOLA SECONDARIA II GRADO,1,1,5,1
202021,BATD665005,SCUOLA SECONDARIA II GRADO,1,1,3,0
202021,MBPSUD500O,SCUOLA SECONDARIA II GRADO,4,1,21,4
202021,RC1M00400N,SCUOLA SECONDARIA I GRADO,1,1,8,5
202021,TOTD08500R,SCUOLA SECONDARIA II GRADO,1,1,2,1
202021,CE1EAZ5003,SCUOLA PRIMARIA,2,1,3,2
202021,BS1EAP500V,SCUOLA PRIMARIA,2,1,8,9
202021,TVPS05500D,SCUOLA SECONDARIA II GRADO,2,2,5,1
202021,BG1M015004,SCUOLA SECONDARIA I GRADO,1,4,34,56
202021,CO1E005003,SCUOLA PRIMARIA,3,1,13,10
202021,RM1E20800L,SCUOLA PRIMARIA,4,1,9,6
202021,RMPC065005,SCUOLA SECONDARIA II GRADO,3,1,0,2
202021,PEPC8E500U,SCUOLA SECONDARIA II GRADO,5,1,2,10
202021,UD1E00900V,SCUOLA PRIMARIA,1,1,8,2
202021,LTTA335002,SCUOLA SECONDARIA II GRADO,4,1,1,1
202021,RCTF50500A,SCUOLA SECONDARIA II GRADO,3,2,7,0
202021,MIPS175007,SCUOLA SECONDARIA II GRADO,3,4,41,21
202021,PO1E005008,SCUOLA PRIMARIA,5,1,11,8
202021,PG1M00500G,SCUOLA SECONDARIA I GRADO,3,1,5,3
202021,NA1E06200L,SCUOLA PRIMARIA,3,3,16,21
202021,RM1E135004,SCUOLA PRIMARIA,5,1,10,9
202021,TORI46500C,SCUOLA SECONDARIA II GRADO,1,1,6,1
202021,BS1M00800D,SCUOLA SECONDARIA I GRADO,1,2,23,28
202021,MI1E083004,SCUOLA PRIMARIA,5,2,29,26
202021,BS1E01800V,SCUOLA PRIMARIA,1,2,14,19
202021,RMPL07500N,SCUOLA SECONDARIA II GRADO,5,2,10,34
202021,PA1E02000B,SCUOLA PRIMARIA,3,1,6,7
202021,CSRFQA500F,SCUOLA SECONDARIA II GRADO,2,1,1,1
202021,FIPC035006,SCUOLA SECONDARIA II GRADO,1,1,4,6
202021,RM1E15300N,SCUOLA PRIMARIA,1,1,14,12
202021,TVPC005009,SCUOLA SECONDARIA II GRADO,5,1,2,14
202021,BNRHN2500D,SCUOLA SECONDARIA II GRADO,2,1,2,2
202021,MIPS54500V,SCUOLA SECONDARIA II GRADO,2,1,13,10
202021,NA1E08900L,SCUOLA PRIMARIA,3,1,11,7
202021,RA1E004007,SCUOLA PRIMARIA,1,2,22,19
202021,NATD53500N,SCUOLA SECONDARIA II GRADO,5,6,138,70
202021,MI1E140003,SCUOLA PRIMARIA,3,3,21,24
202021,CERHT0500Q,SCUOLA SECONDARIA II GRADO,3,1,5,1
202021,MI1M076006,SCUOLA SECONDARIA I GRADO,2,3,32,26
202021,RMPSP4500S,SCUOLA SECONDARIA II GRADO,3,1,5,2
202021,NARHV2500V,SCUOLA SECONDARIA II GRADO,2,1,4,0
202021,RMPC33500X,SCUOLA SECONDARIA II GRADO,2,1,1,6
202021,TO1E053008,SCUOLA PRIMARIA,2,1,8,13
202021,NARH4C5006,SCUOLA SECONDARIA II GRADO,4,1,3,4
202021,RMPLOA500A,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,MB1M012004,SCUOLA SECONDARIA I GRADO,3,3,26,57
202021,TO1E04800R,SCUOLA PRIMARIA,5,1,6,6
202021,CSPM03500Q,SCUOLA SECONDARIA II GRADO,3,1,0,17
202021,VIPS00500Q,SCUOLA SECONDARIA II GRADO,4,1,14,3
202021,BA1M01200G,SCUOLA SECONDARIA I GRADO,1,2,13,15
202021,BG1E02300T,SCUOLA PRIMARIA,4,2,26,26
202021,RM1E16500X,SCUOLA PRIMARIA,1,1,10,9
202021,BSTD01500C,SCUOLA SECONDARIA II GRADO,2,1,12,13
202021,MITD125002,SCUOLA SECONDARIA II GRADO,5,1,15,5
202021,TV1E00300G,SCUOLA PRIMARIA,4,1,12,14
202021,MESL0P500H,SCUOLA SECONDARIA II GRADO,2,1,2,1
202021,NARH05500C,SCUOLA SECONDARIA II GRADO,3,1,1,0
202021,BG1M01200L,SCUOLA SECONDARIA I GRADO,3,2,23,15
202021,RMPS36500V,SCUOLA SECONDARIA II GRADO,2,1,11,3
202021,VR1E016009,SCUOLA PRIMARIA,5,1,0,19
202021,TV1E014002,SCUOLA PRIMARIA,2,1,4,0
202021,NA1E205006,SCUOLA PRIMARIA,4,2,15,7
202021,MIPC075007,SCUOLA SECONDARIA II GRADO,5,1,7,22
202021,NA1E13100T,SCUOLA PRIMARIA,5,1,10,7
202021,BG1E01100G,SCUOLA PRIMARIA,4,1,7,9
202021,NATD53500N,SCUOLA SECONDARIA II GRADO,3,1,3,11
202021,TO1MUU5007,SCUOLA SECONDARIA I GRADO,2,1,10,17
202021,NARF265006,SCUOLA SECONDARIA II GRADO,2,1,0,3
202021,NATFED500D,SCUOLA SECONDARIA II GRADO,3,1,8,3
202021,MERH015005,SCUOLA SECONDARIA II GRADO,2,1,1,1
202021,MB1E05000N,SCUOLA PRIMARIA,2,2,30,24
202021,MI1E07700R,SCUOLA PRIMARIA,5,1,10,10
202021,VARFS2500Z,SCUOLA SECONDARIA II GRADO,4,1,2,18
202021,AL1M00700V,SCUOLA SECONDARIA I GRADO,1,1,3,7
202021,VR1M00100R,SCUOLA SECONDARIA I GRADO,3,2,28,22
202021,COTEA1500D,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,SARH13500E,SCUOLA SECONDARIA II GRADO,4,1,4,0
202021,BATD01500V,SCUOLA SECONDARIA II GRADO,5,2,34,16
202021,NATD8F500U,SCUOLA SECONDARIA II GRADO,4,1,6,0
202021,MBPS245005,SCUOLA SECONDARIA II GRADO,3,1,2,2
202021,SATD075006,SCUOLA SECONDARIA II GRADO,2,1,5,1
202021,NATD21500T,SCUOLA SECONDARIA II GRADO,5,2,38,27
202021,RMPSHR5005,SCUOLA SECONDARIA II GRADO,3,1,8,2
202021,ME1E01300E,SCUOLA PRIMARIA,4,1,2,10
202021,VT1M003003,SCUOLA SECONDARIA I GRADO,3,1,13,6
202021,NARHA8500Q,SCUOLA SECONDARIA II GRADO,1,1,4,6
202021,MS1E00400V,SCUOLA PRIMARIA,4,1,12,7
202021,MI1EA8500G,SCUOLA PRIMARIA,1,2,20,14
202021,BG1E00900G,SCUOLA PRIMARIA,4,1,4,8
202021,BOPSR2500M,SCUOLA SECONDARIA II GRADO,1,2,42,12
202021,CTSD015003,SCUOLA SECONDARIA II GRADO,1,3,33,26
202021,NATF15500N,SCUOLA SECONDARIA II GRADO,4,4,1,10
202021,RM1E12900R,SCUOLA PRIMARIA,4,1,12,11
202021,PVPS5H500G,SCUOLA SECONDARIA II GRADO,5,1,5,0
202021,TOPS19500C,SCUOLA SECONDARIA II GRADO,4,1,7,5
202021,SATNV3500O,SCUOLA SECONDARIA II GRADO,4,1,5,0
202021,VT1M00500P,SCUOLA SECONDARIA I GRADO,2,1,12,8
202021,BGTFUM500Z,SCUOLA SECONDARIA II GRADO,2,1,8,0
202021,PA1E02900T,SCUOLA PRIMARIA,1,1,3,11
202021,AGPSFG5009,SCUOLA SECONDARIA II GRADO,5,1,7,6
202021,VR1E00600P,SCUOLA PRIMARIA,2,2,27,14
202021,NA1E18700T,SCUOLA PRIMARIA,4,1,11,20
202021,PTPM02500D,SCUOLA SECONDARIA II GRADO,1,1,11,13
202021,BO1E020008,SCUOLA PRIMARIA,2,2,20,21
202021,CHTD07500E,SCUOLA SECONDARIA II GRADO,3,1,0,2
202021,VEPMLV5000,SCUOLA SECONDARIA II GRADO,2,1,5,14
202021,RMTB00500D,SCUOLA SECONDARIA II GRADO,3,1,6,4
202021,MI1E11900N,SCUOLA PRIMARIA,1,1,13,10
202021,FG1E024001,SCUOLA PRIMARIA,4,1,7,6
202021,NATF2C500R,SCUOLA SECONDARIA II GRADO,5,2,52,18
202021,ATRI02500P,SCUOLA SECONDARIA II GRADO,2,1,7,10
202021,RC1M00300T,SCUOLA SECONDARIA I GRADO,2,1,14,7
202021,VRPS025009,SCUOLA SECONDARIA II GRADO,2,3,46,36
202021,CZ1EQB500O,SCUOLA PRIMARIA,1,1,5,13
202021,CE1E03200V,SCUOLA PRIMARIA,2,1,4,11
202021,RM1E18200N,SCUOLA PRIMARIA,4,1,6,6
202021,GERI015006,SCUOLA SECONDARIA II GRADO,5,3,3,50
202021,SATD09500B,SCUOLA SECONDARIA II GRADO,4,1,2,0
202021,NAPSP25001,SCUOLA SECONDARIA II GRADO,1,1,0,7
